pair_id	log_read_support	sample_count	is_interchromosomal	log_genomic_distance	hic_feature
Naglu:Arhgap9	0.6931471805599453		1	0.0	2.7664641026427015
Napg:Garem1	0.6931471805599453		0	17.545476963494288	2.495360185082111
Nav1:Cd84	0.6931471805599453		0	17.400456893870427	1.0822608525620296
Ncaph2:Stx5a	0.6931471805599453		1	0.0	2.443559647411635
Nceh1:Atp6v1h	0.6931471805599453		1	0.0	
Nceh1:Siah2	0.6931471805599453		0	17.25732520919196	0.682024929706415
Nckap1l:Fuca1	0.6931471805599453		1	0.0	
Ncoa6:Armc7	0.6931471805599453		1	0.0	1.6006172754179353
Ncstn:Setdb1	0.6931471805599453		1	0.0	3.1318382750215283
Ndor1:Cyhr1	0.6931471805599453		1	0.0	1.5763677826583546
Nedd4l:Lman1	0.6931471805599453		0	13.54489665863999	1.7335173076976675
Nek7:Ube2d3	0.6931471805599453		1	0.0	0.6097386334064447
Nf1:Arf6	0.6931471805599453		1	0.0	1.377808379053894
Nfat5:Arhgap10	0.6931471805599453		0	17.209197170953477	0.6602965830088958
Nfkb1:Cisd2	0.6931471805599453		0	11.98748743915772	
Nfkb1:Zranb2	0.6931471805599453		0	16.89936771333123	0.6402734942119591
Niban2:Ptges2	0.6931471805599453		0	13.061217494755068	2.945827708327506
Nod1:Lyn	0.6931471805599453		1	0.0	
Notch2:Rnf115	0.6931471805599453		0	14.01590939829535	2.4653284076743547
Npc1:Slx4	0.6931471805599453		1	0.0	
Npc1:Ttc39c	1.0986122886681098		0	12.803526322826743	2.849126889059113
Npepps:Mocs2	0.6931471805599453		1	0.0	-0.16540030204281866
Nrp1:Spred1	0.6931471805599453		1	0.0	
Nsd1:Tipin	0.6931471805599453		1	0.0	2.226013173001525
Nsdhl:Ahnak	0.6931471805599453		1	0.0	0.21877039625611444
Nudt3:Anks1	0.6931471805599453		0	12.563089531000237	2.7285137042719896
Oas2:Rplp0	0.6931471805599453		0	15.457727906070645	1.2157691574385905
Oas3:Trim34a	0.6931471805599453		1	0.0	0.5232226539510847
Odf2l:Gtf2b	0.6931471805599453		0	14.663515168544713	1.2454982651661364
Os9:Ube2d3	0.6931471805599453		1	0.0	0.6064362199139651
Osbpl8:Cpne2	0.6931471805599453		1	0.0	1.419270040389795
Osbpl8:Znhit6	0.6931471805599453		1	0.0	0.9901457206811133
Osbpl9:Acot7	0.6931471805599453		0	17.58142334226809	0.1968248556638901
Oxr1:Eif3h	0.6931471805599453		0	16.11061886935826	0.6837919211143884
Oxr1:Tomm20	0.6931471805599453		1	0.0	0.5697419003385668
Oxr1:Wdr70	0.6931471805599453		0	17.317523723618464	0.7075069823556542
P2rx4:2900089D17Rik	0.6931471805599453		0	16.87471985196327	0.40602993537164633
P4hb:Oas1a	0.6931471805599453		1	0.0	
Pacc1:Atf3	0.6931471805599453		0	11.58871915835435	2.910359647598824
